,NA,EP,WP,SI,SP
1980,,,,,
1981,0.12379749351650686,0.19411090397221345,0.18036101124937293,0.18682593270401274,0.10509026421116331
1982,0.11722263526012669,0.1289557955931251,0.13968942348591784,0.1645050193571618,0.17762421045537408
1983,0.11322472035401218,0.20127811178118474,0.19038479906923558,0.19908111440023638,0.16498671365940187
1984,0.10140309449053203,0.19029203455061958,0.1664339852483621,0.18323307458481009,0.18472465686109923
1985,0.12703187645504882,0.20029965375454456,0.17641187278160864,0.1959348000505886,0.16675753460319093
1986,0.11615417802607482,0.19933206491781055,0.1710235231382736,0.17522943430462,0.14855364283629222
1987,0.12286373010061286,0.14545690571659184,0.15296347275804084,0.20232504782061714,0.16136296911865103
1988,0.109637973384549,0.18805631176744242,0.19018893977006518,0.1553698361925633,0.18924946619406552
1989,0.10745523427842174,0.15736144142641972,0.17053862514115872,0.19888737868993608,0.1576499465896027
1990,0.15285832934285137,0.18715129070118816,0.17993020582158592,0.1878931860823464,0.12723020550520323
1991,0.13080847495529976,0.1887963661809887,0.16539270290719163,0.19777310301182302,0.12834979438064403
1992,0.12175168357035734,0.1647199467366065,0.14112662006537394,0.19396174101282404,0.13593596608153694
1993,0.124498258782122,0.20799686419578386,0.14601243916964124,0.20348716260366692,0.17351029782082497
1994,0.13467300646361083,0.19434806293876317,0.1735780175210885,0.18915912513673766,0.19054408085808788
1995,0.13985148917771234,0.19080575398107946,0.18772662334388643,0.18661573951894148,0.1475031020380014
1996,0.14097842184834622,0.18854614860819638,0.17775846204685294,0.18985870152573947,0.1916591004339769
1997,0.1191584592632267,0.20367564281988954,0.1254762601682984,0.17322526520006368,0.14631679454273958
1998,0.12423684755881335,0.19378982119959617,0.1804815509138169,0.19602093856074945,0.16182544632771953
1999,0.1441671573078689,0.17978219940080872,0.15725017258304616,0.19227369375245368,0.15157623486924765
2000,0.10582616769966041,0.15650682423921566,0.1781097019345037,0.1828914195337288,0.1783278115667007
2001,0.12951296024011455,0.19093861084144165,0.17551405159527897,0.18967037978164422,0.18887567904753683
2002,0.13728785332181973,0.19665554679086816,0.15684108923432374,0.20026962231875567,0.18327402080773622
2003,0.14666683465497748,0.1858826958957613,0.18039597909311514,0.18468485733797393,0.1562316635031938
2004,0.14575288748175488,0.18785818194527232,0.179407973036591,0.18355419734707804,0.17090858582059634
2005,0.16311123351106424,0.19315696430486587,0.15353314699982343,0.20499239907191055,0.151190503506596
2006,0.153589424851524,0.1928236767880819,0.1682497727484903,0.19296932892622734,0.17997142175685593
2007,0.14678496061600935,0.18388512470274374,0.16838443055313848,0.19541968367078075,0.162384526337769
2008,0.1342395005008815,0.18932545602664652,0.16645102526829375,0.18302673180080048,0.14530822525064208
2009,0.1356108552383712,0.188654508451146,0.16572881161581055,0.20597324387890886,0.1560589614996962
2010,0.13514428411829565,0.16155688062128606,0.13719685898763906,0.17095263364416471,0.10819467372093935
2011,0.14532983405550554,0.1886983465693285,0.13712654969402382,0.17349351141668046,0.16236685595625597
2012,0.13507623151014442,0.1906038140715928,0.14053349329692708,0.21787708485547197,0.1753769048107597
2013,0.1476433701746867,0.18893980809620659,0.14292911284950574,0.19863684822492006,0.13182926580809648
2014,0.1305667715650431,0.18963155831044856,0.14842932847216933,0.21631250773590144,0.12837073066260266
2015,0.1300150270669536,0.21886261994433143,0.1531282272186138,0.20581294554134483,0.15796617414160213
2016,0.1329547991899789,0.19178415090761045,0.12602923582752587,0.22083064984079334,0.16317837711691893
2017,0.12369014133823049,0.19866801730643294,0.14708087890861937,0.1713150321726756,0.1901811433507726
2018,0.11411488522218624,0.20411639450756588,0.14578944382109257,0.18819513513749084,0.16960595835893089
2019,0.13949389183356972,0.19144143863038585,0.16354223019532016,0.20443119649837513,0.14980817982442002
2020,0.13631757354308335,0.18889263983495966,0.15982672378301285,0.2160047513774373,0.13908728089750907
2021,0.13354438167546004,0.20368015603829556,0.13997291798891842,0.1986257576156552,0.16464864688679262
2022,0.1131250912503509,0.17400546360186858,0.13678491914716254,0.20298855250886588,0.15459387571952413
2023,0.16670899633475147,0.18803285226413535,0.13107919266862184,0.15872530569445265,0.16645437646307124
