,NA,EP,WP,SI,SP
1980,,,,,
1981,47.080194027267126,37.09064870989382,46.05701712607218,50.39910058437279,67.44693837555579
1982,46.851532911853354,42.74983038769598,46.919104799385266,53.96217642622802,60.29856570699911
1983,42.56437760988517,45.733073005540604,33.408471539710554,57.246388430183494,56.9228732767693
1984,47.54016530463388,42.2650100679327,38.083962749168975,54.10842323879507,68.3078080341006
1985,42.126973792925355,37.612484897944924,42.82438733761591,50.49931548763766,61.31760134095542
1986,46.29184917272307,35.66152259563317,42.74585446247885,56.51962124302563,64.78141915509777
1987,48.611522810038736,35.5044705429944,46.259113431276475,61.602205810600374,64.36650015899437
1988,41.96977743604068,38.51524506527261,44.99978415756497,58.20417111046396,63.13264031957126
1989,44.055867391185615,35.91335899164186,39.64937540862533,48.16411290753357,54.78146621593586
1990,42.27681968021955,44.05101700338074,42.75476589098193,59.0763192796443,60.52464696528956
1991,45.95551242071834,39.30593120449238,41.841260003553224,54.83283756458933,78.21105251314336
1992,40.09411223924776,43.56607957754085,36.697523503635495,58.54260847126935,69.21676546803022
1993,42.40524143748293,39.509313463802194,48.822290023593375,53.13395469955609,63.47175737584331
1994,43.391666270142416,42.54610263458307,36.58436126208794,49.244230535620744,68.15089003603714
1995,44.02396571916122,44.6555366560188,25.025014143207876,57.23049112652131,69.18862178939024
1996,43.69829599104947,38.63157768208698,42.749803862808584,50.69308585695645,53.01672095810495
1997,34.996869075832834,42.189910582549466,39.788028439824544,57.97227360578348,73.68707048851475
1998,40.7956332779666,47.634991835726545,44.042412479633384,58.82225893359619,56.52655028222033
1999,46.10606462032149,43.15674656558354,36.857144278236746,51.94493795285829,66.1036253528522
2000,43.00583572401693,41.0846524080392,37.62010665357309,51.22133371978896,58.753970085049666
2001,42.53120389165272,45.40830744085897,38.150103201303686,51.08030421997914,58.67774035440444
2002,42.55421430245985,43.781436007236785,37.85057511261632,55.20695113390972,64.6150300611522
2003,43.919799107452754,42.77444721175226,42.93986217691989,55.25482603555503,64.75963129311755
2004,37.10591643425255,44.49894256038653,39.64878847904224,61.9615416893068,54.058458911818875
2005,43.85489621977558,45.30468058622332,24.99803608411321,44.26708968712047,59.60178135337726
2006,39.624768826449134,45.239053344609765,46.47858830221043,47.37768812708425,56.08179537557717
2007,46.09315130506873,53.42875319468876,35.72947224695891,49.23080975023834,61.59062245157308
2008,45.13661538886675,45.37990126837236,44.03566086083148,50.51828293719372,66.05675208235185
2009,46.28549459962329,52.872902727034095,34.97098446641401,53.39839666356303,58.46815931871551
2010,42.21259975136918,40.562752962350956,32.86582460977509,52.3557676346772,73.08877250811699
2011,46.530367459662656,45.97340926926455,44.396610153904625,47.61311684408327,65.23178999364353
2012,39.34777889478975,47.64517369422723,26.335622838501735,52.24276731859277,57.433617820314645
2013,45.20454892726977,45.99882604632323,25.606261142179836,49.37803108296592,69.90482233573184
2014,47.35770429801229,46.71513156796891,36.091410691826226,44.19330619484232,66.8444364684672
2015,46.386223646277536,46.55103342952338,39.229172076259225,52.72250505180684,60.24360034998277
2016,45.16291622067262,45.88747026867989,42.653721984107705,50.85115953656585,54.372376122915675
2017,42.10014287518943,46.11867204641018,49.31435711916174,46.73251862704406,59.67755852075233
2018,51.290878920005284,43.16486208216586,47.72841268348763,52.700226863162754,63.988370878934305
2019,46.13783110606139,46.646987753991574,50.87709150582708,49.72138754718833,65.95434106507065
2020,49.14535908609151,45.53577296749332,44.09521963038487,52.65120894299326,64.79971202805068
2021,43.67793557410002,43.52959605714256,43.858950886046735,50.080916241721056,61.786288141901196
2022,47.19725890422359,37.76237016444294,44.427036822275994,52.611839122655965,65.02492517407725
2023,45.420157944888985,51.39895436880248,46.27556800151876,53.838722042878956,62.93836817940343
